Judul,Kota,Wilayah,Luas_Bangunan,Luas_Lahan,Harga,Total_Luas,Kategori
HEY KAMU  IYA KAMU  INI LHO RUMAH YANG DICARICARI DI BUAH BATU,Bandung,Buahbatu,120,160,1675000000,280,Sedang
Rumah Bagus Terawat di Setra Duta Bandung,Bandung,,180,222,6000000000,402,Besar
Rumah Minimalis Strategis di Istana Regency Sayap Pasteur Bandung,Bandung,Pasteur,163,120,3100000000,283,Besar
Rumah Asri Hitung Tanah Saja Di Dekat Kampus NHI Setiabudi Bandung,Bandung,Setiabudi,225,314,2900000000,539,Besar
Turun Harga  Dijual Cepat Rumah 2Man di Kopo Permai Bandung,Bandung,Kopo,237,234,2950000000,471,Besar
SINI YUK CEK RUMAH ELIT DI BATUNUNGGALBANDUNG BISA JADI BEST DEAL LHO,Bandung,Batununggal,400,450,8500000000,850,Besar
New Sale Rumah di Cluster Flora Tipe Freya Standar Upgrade,Bandung,Gedebage,98,105,1600000000,203,Sedang
Dijual Cepat Rumah Dalam Cluster Ciwastra Siap Huni,Bandung,Rancasari,120,170,980000000,290,Sedang
KEREN GINI LHO RUMAHNYA PASTI ADA DI TAMAN MILENIUMPASTEURBANDUNG,Bandung,Pasteur,450,213,6300000000,663,Besar
Dijual rumah minimalis 2 lantai di cihanjuang bandung barat dekat lembang,Bandung,Parongpong,45,105,300000000,150,Kecil
Rumah town house ditengah kota dijual,Bandung,Cibeunying Kidul,220,157,2400000000,377,Besar
RUMAH MURAH DI KOTA BANDUNG  BENTANG ARTHA HUNIAN TERBAIK,Bandung,Buahbatu,46,72,518004000,118,Kecil
rumah murah bandung selatan tanpa Dp,Bandung,,40,72,312000000,112,Kecil
Rumah nego Lokasi jalan raya Setiabudi dekat terminal ledeng UPI,Bandung,Ledeng,230,235,3500000000,465,Besar
PROMO TERBARU CLUSTER JANET PARK2 500 JUTAAN,Bandung,Bandung Kulon,60,60,589000000,120,Kecil
Rumah promo cileunyi terbatas cluster one gate system,Bandung,Cileunyi,30,60,195000000,90,Kecil
Rumah 2lt di Soreang Bandung lt 83 lebar muka 7 SHM IMB hanya 399jtan,Bandung,Soreang,40,83,399000000,123,Kecil
Dapatkan dengan harga terjangkau,Bandung,Padalarang,75,84,600000000,159,Kecil
Hunian Asri Bandung Timur Beneevill Village,Bandung,Cikadut,40,60,440000000,100,Kecil
RUMAH READYSTOCK MURAH CIBIRU DEKAT UIN,Bandung,Cibiru,40,60,345000000,100,Kecil
Rumah Bandung Utara dijual,Bandung,Dago,170,427,5000000000,597,Besar
Rumah Murah minimalis di Cibiru Village,Bandung,Cileunyi,40,60,357000000,100,Kecil
RUMAH PALING LARIS DI BUAH BATU,Bandung,Bojongsoang,38,77,405000000,115,Kecil
Rumah Sarijadi hanya 10 menitan dari tol Pasteur,Bandung,Pasteur,190,144,2950000000,334,Besar
Rumah Minimalis Lokasi Strategis dekat Exit Tol Cileunyi,Bandung,Cileunyi,30,66,335000000,96,Kecil
Rumah gaya klasik yg masih kokoh di mainroad kota Bandung jabar,Bandung,Sumur Bandung,269,458,9000000000,727,Besar
Dp murah view indah kualitas mewah,Bandung,Cicalengka,50,72,566500000,122,Kecil
Rumah Cantik View Kota Bandung di Jatihandap,Bandung,Jatihandap,50,98,496000000,148,Kecil
Dijual cepat rumah murah di sebelah Summarecon Bandung Gedebage,Bandung,Gedebage,50,60,325000000,110,Kecil
Rumah Mewah 2 Lantai Murah  Rooftop [ Bumi Sariwangi 1],Bandung,Setiabudi,90,96,1200000000,186,Kecil
Rumah Minimalis 2 Lantai di Grand Sharon Bandung,Bandung,Rancasari,82,82,999000000,164,Kecil
Rumah Megah Australian Style Ada Taman di Sayap Dago Kota Bandung,Bandung,Dago,1000,2000,45000000000,3000,Besar
Rumah Minimalis TKI 1,Bandung,Kopo,36,84,775000000,120,Kecil
Rumah Griya Pratama Asri Cileunyi Super Blok Sakura Bandung Dekat Akses Tol,Bandung,Cileunyi,36,60,420000000,96,Kecil
Rumah arcamanik green caraka residence dekat rsal islam nyaman nyaman bandung,Bandung,Arcamanik,80,60,1400000000,140,Kecil
RUMAH MURAH DI KAWASAN KOTA BARU PADALARANG 5 MENIT DARI IKEA,Bandung,Andir,75,84,700000000,159,Kecil
Rumah Pasteur utk kontrakan,Bandung,Sukajadi,100,44,450000000,144,Sedang
Rumah Lama di Setiabudi Bandung,Bandung,Setiabudi,225,730,7000000000,955,Besar
dijual rumah terawt 2 lantai di rancaekek kencana,Bandung,Rancaekek,144,244,1550000000,388,Sedang
tanah rumah dijual murah di ciparay,Bandung,Ciparay,635,1035,8500000000,1670,Besar
DiJual Rumah Murah Di Bandung Timur Dengan Suasana Asri Pesawahan,Bandung,Cibiru Wetan,40,60,357000000,100,Kecil
Rumah Megah Siap Huni Di Kawasan Wisata Lembang Lingkungan Aman Cluster Islami,Bandung,Lembang,350,276,4074999000,626,Besar
Rumah Komplek Antapani mas Area Antapani,Bandung,Antapani,90,182,1350000000,272,Kecil
Rumah mewah dan nyaman,Bandung,Arcamanik,125,138,2000000000,263,Sedang
DI JUAL RUMAH MURAH DI BANDUNG300jutaan,Bandung,Bojongsoang,36,60,290000000,96,Kecil
Promo Rumah 200 Juta an 15 menit dari tol buah,Bandung,Bandung Kidul,30,50,225000000,80,Kecil
Rumah Panyileukan yang keren dan terjangkau,Bandung,Panyileukan,55,65,585000000,120,Kecil
jual cepat rumah lux siap huni sayap dago,Bandung,Dago,450,650,8500000000,1100,Besar
Rumah nego cigadung bandung,Bandung,Cibeunying Kaler,355,210,4000000000,565,Besar
Rumah Nyaman Sejuk Dekat Wisata Lembang Free SHM Dan Sisa 1 Unit Terak,Bandung,Padalarang,45,125,545000000,170,Kecil
Rumah Murah 2 Lantai di Setra Duta Cemara Bandung Utara,Bandung,,240,140,2400000000,380,Besar
dijual cepat rumah nyaman di bandung,Bandung,,100,161,600000000,261,Sedang
Rumah Mewah Lux Ada Kolam Renang di Sayap Dago Bandung,Bandung,Dago,1000,1041,55000000000,2041,Besar
KAWASAN HIJAU BIKIN KELUARGA SEHAT RUMAH DI RESORT DAGO PAKARBANDUNG,Bandung,Dago,220,179,2000000000,399,Besar
Rumah Kosan Aktif Lokasi Stategis Perumahan Cluster,Bandung,,240,120,1700000000,360,Besar
rumah di antapani dekat pusat kota bandung,Bandung,Antapani,75,86,914000000,161,Kecil
RUMAH INDENT 2 LANTAI PROMO DP 30 JUTA ALL IN,Bandung,Buahbatu,47,50,548300000,97,Kecil
MILIKI SEGERA HUNIAN NYAMAN DENGAN HARGA TERJANGKAU LOKASI STRATEGIS,Bandung,Soreang,45,83,365000000,128,Kecil
rumah ready stock 2 lantai full furnished di kota bandung,Bandung,Cidadap,160,200,3000000000,360,Besar
hunian islami di lembang dekat bandung kota dan pusat wisata,Bandung,Lembang,65,111,900000000,176,Kecil
rumah siap huni dan indent konsep free desain,Bandung,,50,72,252000000,122,Kecil
Dijual Rumah di Jl Cisitu Indah VI  Bandung,Bandung,Coblong,250,728,5600000000,978,Besar
JUAL CEPAT RUMAH STRATEGIS HARGA TERBAIK DI CIUMBULEUIT CIDADAP BANDUNG KOTA,Bandung,Ciumbuleuit,100,113,1400000000,213,Sedang
Dijual Rumah di Cluster Cikutra,Bandung,Cikutra,50,110,800000000,160,Kecil
Rumah Batununggal Murah,Bandung,Batununggal,120,180,2400000000,300,Sedang
400jutaan rumah Ciganitri Bojongsoang Buahbatu Bandung,Bandung,Buahbatu (Margacinta),50,72,460000000,122,Kecil
RUMAH SIAP HUNI DI BATU INDAH BATU NUNGGAL KOTA BANDUNG,Bandung,Batununggal,350,513,4700000000,863,Besar
Rumah Clasic di Arcamanik,Bandung,Arcamanik,60,77,800000000,137,Kecil
TERMURAH  Rumah Real Estate 2 Lantai Hanya 500jtan Selangkah Dari Kota Baru,Bandung,Bandung Kulon,60,60,500000000,120,Kecil
Rumah Industrial style di Kawasan Bandung Timur,Bandung,Cileunyi,36,72,400000000,108,Kecil
Sayap buah batu  rumah lux mewah dalam komplek nego,Bandung,Buahbatu (Margacinta),400,342,5980000000,742,Besar
CLUSTER CIHANJUANG VILLAS,Bandung,Parongpong,45,105,395000000,150,Kecil
Rumah Mewah Emaralda Resort Cluster Janet Park,Bandung,Bandung Kulon,75,84,750000000,159,Kecil
Dijual Rumah Jl AYani Mainroad,Bandung,Antapani,210,220,2375000000,430,Besar
The Emeralda ResortThe Private Residence,Bandung,,75,84,500000000,159,Kecil
Jangan beli di sini awas nanti kalian puas,Bandung,Paledang,75,84,700000000,159,Kecil
MURAH RUMAH DI CIBIRU HILIR BANDUNG,Bandung,Cibiru Hilir,85,65,340000000,150,Kecil
BeliRumah dapat mobil Ayla,Bandung,Ujung Berung,55,60,525000000,115,Kecil
Rumah Sarijadi SHM dkt Tol Pasteur dalam gang Cijerokaso murah,Bandung,Sarijadi,50,67,525000000,117,Kecil
Komplek Aria Graha Soekarno Hatta,Bandung,Soekarno Hatta,90,100,1250000000,190,Kecil
RUMAH BAGUS CANTIK,Bandung,Bojongsoang,72,100,544000000,172,Kecil
Konsep Rumah Unik Bumi Panenjoan Cicalengka Promo DP 1 JT All In,Bandung,,30,66,319000000,96,Kecil
DIJUAL CEPAT NEGO SAMPAI DEAL RUMAH BAGUS DAN ASRI BISA TEMPAT USAHA,Bandung,Soreang,180,120,1250000000,300,Besar
Cibiru Village Perumahan Cluster Ekslusif,Bandung,Cibiru Wetan,40,64,375000000,104,Kecil
RUMAH 2 TINGKAT MINIMALIS DI BANDUNG DEKAT UNIVERSITAS TELKOM UNIT TERBATAS,Bandung,Bojongsoang,40,47,395000000,87,Kecil
Laris Cluster Emily Hunian Tipe Esyana Mewah Di Kota Bandung,Bandung,Gedebage,300,375,600000000,675,Besar
Jual Rumah di Bandung,Bandung,Gedebage,80,91,1800000000,171,Kecil
DIJUAL Rumah Minimalis di Tatar Banyak Sumba Kota Baru Parahyangan,Bandung,Padalarang,120,108,1800000000,228,Sedang
Dijual Rumah Siap Huni di Tengah Kota  Sayap Jalan Riau Bandung,Bandung,Cihapit,300,204,4900000000,504,Besar
Rumah nyaman dengan harga terjangkau,Bandung,Ciwastra,32,62,250000000,94,Kecil
JUAL RUMAH MATON HOUSE NYAMAN DI BANDUNG,Bandung,Cigadung,65,72,680000000,137,Kecil
DIJUAL RUMAH MINIMALIS BATU INDAH BATUNUNGGAL,Bandung,Batununggal,150,116,1500000000,266,Sedang
Perumahan Guntursari Buah batu Bandung,Bandung,Lengkong,106,211,4000000000,317,Sedang
Dijual Rumah Nyaman di Pusat Kota Sayap Buah Batu Bandung,Bandung,Turangga,120,200,2400000000,320,Sedang
Rumah Lux Batik Kumeli Sukaluyu,Bandung,Cibeunying Kaler,750,535,12750000000,1285,Besar
DiJUAL RUMAH  DI BANDUNG TIMUR,Bandung,Bojongloa Kaler,40,72,430000000,112,Kecil
Rumah klasik dg konsep Santorini Yunani PERTAMA DI INDONESIA,Bandung,Ciparay,75,84,720000000,159,Kecil
Rumah Murah Sukamenak,Bandung,Margahayu,70,86,425000000,156,Kecil
DIJUAL PERUMAHAN MEWAH TERJANGKAU DI BANDUNG,Bandung,Soreang,45,83,400000000,128,Kecil
HUNIAN ASRI MODERN 2 LANTAI STOCK TERBATAS,Bandung,Bandung Wetan,45,45,490000000,90,Kecil
SALAM DARI CILEUNYI HUNIAN INI BIKIN KAMU NYAMAN DAN BETAH YUK CEK SEKARANG,Bandung,Cileunyi,66,72,400000000,138,Kecil
Rumah mewah 2 lantai di arcamanik dekat bandung kota,Bandung,Arcamanik,75,84,865000000,159,Kecil
Dijual Rumah Siap Huni Di Dago Village Bandung,Bandung,Dago,150,310,1950000000,460,Sedang
Rumah Betul Betul Siap Huni,Bandung,Banjaran,64,90,370000000,154,Kecil
Rumah smart modern tatar tarubhawana kota baru parahyangan bandung,Bandung,Padalarang,94,120,1999204999,214,Sedang
Dijual rumah hitung tanah di daerah hegarmanah,Bandung,Hegarmanah,350,350,8000000000,700,Besar
RUMAH CANTIK TERAWAT DI BELAKANG MTC KOMPLEK MARGAHAYU METRO HARGA BISA NEGO,Bandung,Margahayu,102,80,750000000,182,Sedang
JUAL RUMAH NYAMAN ASRI DI KOTA BANDUNG,Bandung,Regol,65,72,680000000,137,Kecil
Dijual Rumah Baru Cluster Pinggir Jalan Raya tipe 21,Bandung,Batujajar,21,104,462000000,125,Kecil
Dijual Rumah Baru,Bandung,Kopo,80,70,850000000,150,Kecil
Unit Full Furnished di Sarijadi Pasteur Kota Bandung,Bandung,Sarijadi,144,172,3500000000,316,Sedang
Rumah Cibiru Bandung Timur,Bandung,Cibiru Wetan,40,63,345000000,103,Kecil
RUMAH MURAH MINIMALIS DI BANDUNG TIMUR,Bandung,Cileunyi,40,63,345000000,103,Kecil
jual cepat rumah siap huni dan asri cisitu town house dago,Bandung,Dago,300,138,1950000000,438,Besar
RUMAH MURAH REDY STOK BUAHBATU,Bandung,Bojongsoang,30,42,241000000,72,Kecil
Rumah Di jual di Pasir Jati,Bandung,,180,107,1000000000,287,Besar
Jual Rumah Minimalis Top Regency,Bandung,,120,120,850000000,240,Sedang
CLUSTER MODERN MINIMALIS TERMURAH  TERDEKAT DENGAN PODOMORO PARK BUAH BATU,Bandung,Bojongsoang,36,50,277000000,86,Kecil
Rumah Cluster Chiisana Sakura Griya Pratama Asri Cileunyi 2 Bandung Timur,Bandung,Cileunyi Kulon,36,60,372000000,96,Kecil
Rumah Daerah Rancasari Bandung 2 Lantai Minimalis Modern,Bandung,Rancasari,45,65,675000000,110,Kecil
Unit Full Furnished Rumah mewah di setiabudi bandung dekat UPI,Bandung,Setiabudi,160,200,3000000000,360,Besar
Rumah Siap Huni TKI 1,Bandung,Kopo,100,102,900000000,202,Sedang
Rumah di Komplek Bumi Panyawangan Cileunyi Bandung,Bandung,Cileunyi,100,105,850000000,205,Sedang
Rumah Cantik Minimalis Siap Huni Resort Dago Pakar Bandung,Bandung,Dago,175,174,2300000000,349,Besar
Rumah Tropical Industrial 300Jutaan di Pasir Jati Cilengkrang,Bandung,Cilengkrang,50,72,595000000,122,Kecil
Jual Rumah Lama Terawat Dilokasi Strategis Rajamantri Turangga,Bandung,Turangga,210,399,4750000000,609,Besar
Perumahan Bandung  Galeri Buahbatu,Bandung,Buahbatu,38,77,405000000,115,Kecil
Jual rumah villa cantik harga 37 M Nego Dago,Bandung,Dago,400,253,3700000000,653,Besar
Hunian Asri Di Kota Bandung Dengan View Yang Keren Memanjakan Mata,Bandung,Arcamanik,36,72,460000000,108,Kecil
DIJUAL RUMAH PASTEUR  KOTA BANDUNG,Bandung,Pasteur,380,350,6250000000,730,Besar
Rumah Nyaman Budisari,Bandung,Setiabudi,200,300,4000000000,500,Besar
RUMAH SIAP HUNI  Almaas 3,Bandung,Kopo,80,120,460000000,200,Kecil
jual rumah siap huni citra green dago,Bandung,Dago,200,200,2950000000,400,Besar
Promo Tahun Baru Rumah Cluster Mewah harga Subsidi Dekat Tol Seroja,Bandung,Soreang,40,84,350000000,124,Kecil
RUMAH MINIMALIS 2 LANTAI DI KODYA BANDUNG HANYA 20 MENIT KE TSM BANDUNG,Bandung,Rancasari,82,90,1436340000,172,Kecil
Rumah minimalis harga terjangkau dibandung,Bandung,Baleendah,36,50,150000000,86,Kecil
RECOMMENDED   RUMAH KOPO PERMAI MINIMALIS MODERN,Bandung,Kopo,90,91,950000000,181,Kecil
Rumah Idaman Para Milenial Angsuran 2 Jt Dapat Rumah 2 Lantai Buah Bat,Bandung,Ciwastra,50,60,395907908,110,Kecil
Jual Rumah Cluster Sayap Taman Kopo Indah Bandung,Bandung,Margahayu,48,96,670000000,144,Kecil
Rumah cimahi 400 jt an dekat IKEA Padalarang Bandung Barat,Bandung,Padalarang,36,72,435000000,108,Kecil
Jual rumah nyaman di komplek GBI,Bandung,Buahbatu,40,60,380000000,100,Kecil
DISKON HINGGA 60 JUTA Rumah Eropa desain Medieran Ciganitri Bandung,Bandung,Bojongsoang,50,2,557000000,52,Kecil
rumah siap huni dan siap bangun di katapang,Bandung,Katapang,80,120,311000000,200,Kecil
Rumah Murah Green City Resort 2 Sindanglaya Bandung Timur,Bandung,Sindanglaya,36,72,460000000,108,Kecil
Jual Rumah Cikutra dekat Jalan Utama,Bandung,Cibeunying Kaler,100,112,999000000,212,Sedang
Dijual Rumah Besar Klasik di Jalan Utama Cipaganti Kota Bandung,Bandung,Cipaganti,600,1367,41500000000,1967,Besar
Cinunuk  Bandung Timur,Bandung,Cileunyi,54,70,577000000,124,Kecil
GRATIS UMROHINTERNET Rumah Dua Lantai Ciganitri Bandung,Bandung,Bojongsoang,50,60,557000000,110,Kecil
Jual Rumah  Baru posisi Hook 2 Kamar Tidur  Dayana Summarecon Bandung,Bandung,,62,108,1650000000,170,Kecil
Dijual Rumah Mewah 2 Lantai 500 jtan Dekat Tol Dan wisata Serta Pendi,Bandung,Padalarang,600,60,500000000,660,Besar
Rumah Design Skandinavia harga Promo Special Tahun Baru,Bandung,,38,68,626000000,106,Kecil
Jual Rumah Berkonsep Office di Podomoro Park Bandung Tipe Amala Eka,Bandung,Buahbatu,73,90,1600000000,163,Kecil
Rumah Strategis di Pusat Kota Bandung,Bandung,Lengkong,190,257,3250000000,447,Besar
Rumah Minimalis Harga Bersahabat Lokasi Sayap Kopo,Bandung,Kopo,70,55,575000000,125,Kecil
RUMAH BAGUS MINIMALIS NYAMAN DI PONDOK PADALARANG INDAH BANDUNG BARAT,Bandung,Padalarang,151,151,675000000,302,Besar
Rumah Baru Dekat SMA 8 Bandung Blakang Horison Kliningan Turangga Buahbatu,Bandung,Turangga,160,100,2200000000,260,Besar
Dp 5 juta sampai terima kunci rancaekek promo ramadhan,Bandung,Rancaekek,36,60,303000000,96,Kecil
Rumah 2 lantai view bandung sejuk nyaman strategis jatihandap bandung,Bandung,Bandung Wetan,50,98,496000000,148,Kecil
KAVLING RANCAMAKMUR,Bandung,Pameungpeuk,36,50,135000000,86,Kecil
Rumah Strategis Guntur Sari Bandung,Bandung,Buahbatu,250,590,5100000000,840,Besar
Jual Cepat Rumah ARCAMANIK Kota Bandung,Bandung,Arcamanik,90,70,575000000,160,Kecil
RUMAH SIAP HUNI SUDIANG MAKASSAR,Makassar,Biringkanaya,78,90,435000000,168,Kecil
Ruko strategis ditengah kota,Makassar,,150,150,5500000000,300,Sedang
CLUSTER LIVERPOOL  CLUSTER BARU DARI ROYAL SENTRALAND BTP,Makassar,Tamalanrea,27,55,372000000,82,Kecil
Heppiness Land Future Home,Makassar,Sudiang,49,105,225000000,154,Kecil
Dijual Rumah Exclusive,Makassar,Tamalate,90,112,1400000000,202,Kecil
Heppiness Land Future Home,Makassar,Sudiang,49,105,225000000,154,Kecil
Rumah Tengah Kota Alauddin 2,Makassar,Tamalate,50,75,650000000,125,Kecil
NUSA HARAPAN PERMAI CLUSTER 3,Makassar,,36,72,419730000,108,Kecil
RUMAH CLUSTER 2 LANTAI BUKIT BARUGA,Makassar,Antang,90,90,988000000,180,Kecil
Rumah type 60 1 unit di Dkt poros daya makassar,Makassar,Biringkanaya,60,90,450000000,150,Kecil
RUMAH MURAH ANTANG,Makassar,Manggala,40,78,350000000,118,Kecil
ALAMANDA TALLASA CITY HUNIAN MEWAH DENGAN HARGA TERJANGKAU,Makassar,Tamalanrea,38,96,657700000,134,Kecil
Rumah anti ribet tallasa city fks land,Makassar,Tamalanrea,49,44,713000000,93,Kecil
RUMAH MEWAH 2LT DIKAWASAN BERGENSI KOTA MANDIRI MAKASSAR 2 MASTER BEDROOM,Makassar,Tamalanrea,182,180,2631000000,362,Besar
DIJUAL RUMAH MODEL EROPA DEKAT ROYAL SENTRALAND BTP,Makassar,Tamalanrea,45,78,450000000,123,Kecil
Rumah full furnish 2 lantai harga 600jtaan dekat poros tallasa city makassar,Makassar,,49,44,699000000,93,Kecil
rumah murah Makassar Antang manggala,Makassar,Antang,40,78,350000000,118,Kecil
TREASURE ISLAND  THE OCEANSIDE LIVING Selangkah dari CIPUTRA WORLD MALL,Makassar,Losari,125,102,3468000000,227,Sedang
Perumahan tanjung bunga makasar,Makassar,Barombong,33,60,360000000,93,Kecil
Rumah Mewah dan Murah 2 lantai Bukit Baruga,Makassar,Antang,120,120,1314000000,240,Sedang
Rumah 2 lantai dalam kota makassar,Makassar,Mamajang Dalam,155,96,1950000000,251,Besar
Dijual cepat  BU rumah besar di Hartaco makassar,Makassar,Tamalate,369,342,1500000000,711,Besar
Rumah Cantik 2 Lantai 3kamar tidur 3kamar mandi dikawasan mewah,Makassar,Tamalanrea,107,105,1524000000,212,Sedang
rumah murah dekat Makassar,Makassar,Balla Parang,36,78,295000000,114,Kecil
GREEN CRYSTAL Residence  Rumah Keren  Rumah Pintar,Makassar,Bulurokeng,110,112,1592510000,222,Sedang
Rumah dan ruko Tanjung bunga makassar,Makassar,Tanjung Merdeka,33,55,360000000,88,Kecil
JUAL PERUMAHAN DI MAKASSAR KAWASAN TALLASA CITY,Makassar,Tamalanrea,182,180,2600000000,362,Besar
RUMAH 2 LANTAI HARGA 1 LANTAI  TENGAH KOTA MAKASSAR  TANPA RIBA,Makassar,Rappocini,70,67,575000000,137,Kecil
SMART HOME SYSTEM FULLY FURNISHED DIKAWASAN BERGENSI,Makassar,Tamalanrea Indah,51,48,739000000,99,Kecil
THE MUTIARA LAGOON HUNIAN RESORT DESAIN TROPIS,Makassar,Daya,133,120,1897080000,253,Sedang
Rumah 1 Lantai Murah dan Mewah  Dijual  di BTP Makassar,Makassar,,50,84,450000000,134,Kecil
Rumah Mewah dan Murah Dijual di Sudiang Makassar dgn Model Cluster Minimalis,Makassar,Sudiang,47,78,400000000,125,Kecil
Di Jual Murah Rumah Telkomas Kota Makassar,Makassar,Biringkanaya,85,78,497500000,163,Kecil
Sakura village rumah berteknologi jepang makassar goa ria sudiang type 50,Makassar,Sudiang,50,84,611900000,134,Kecil
sakura village type 70 goa ria sudiang makassar,Makassar,Sudiang,70,98,875650000,168,Kecil
RUMAH SIAP HUNI DIKOTA MAKASSAR JALUR STRATEGIS FREE KANOPI,Makassar,Panaikang,50,78,590000000,128,Kecil
ALAMANDA Tallasa City,Makassar,Tamalanrea,38,96,699000000,134,Kecil
DIJUAL RUMAH 2 LANTAI DEKAT TOKO MITRA 10 TALLASA CITY,Makassar,Tamalanrea,107,126,1730000000,233,Sedang
Mutiara Lagoon hadir dengan konsep Hunian Resort desain Tropis Kontemporer,Makassar,Daya,133,120,1897080000,253,Sedang
Sunset Cove  Cluster yang menjadikan pantai sebagai teras rumah Anda,Makassar,Losari,343,300,9619000000,643,Besar
CITRALAND TALLASA CITY MAKASSAR TYPE RIVIERA 82105 M2,Makassar,Tamalanrea,82,105,1284000000,187,Kecil
Rumah Baru di Pinggir Jalan Tanjung Marshmallow,Makassar,Tanjung Merdeka,58,60,800000000,118,Kecil
Rumah Mewah Siap Huni,Makassar,Antang,160,152,1990000000,312,Besar
DIJUAL RUMAH 2 LANTAI DI TAMALANREA DEKAT TOKO INDOGROSIR,Makassar,Tamalanrea,100,105,987000000,205,Sedang
RUMAH MODERN LOKASI STRATEGIS 8578 TELKOMAS CASHKREDIT BUNGA CICILAN 0,Makassar,,85,78,950000000,163,Kecil
Dijual Cepat Rumah Keluarga di Pusat kota Makassar,Makassar,Maricaya,300,333,2800000000,633,Besar
DIJUAL CEPAT RUMAH DEKAT TANJUNG BUNGA MAKASSAR,Makassar,Tamalate,130,144,975000000,274,Sedang
Rumah dekat bandara Sultan Hasanuddin kota makassar,Makassar,Sudiang Raya,69,108,699000000,177,Kecil
Rumah eksklusif,Makassar,Antang,152,160,1850000000,312,Besar
Rumah Elysium akses Cluster di jalan terlebar di Makassar,Makassar,Tanjung Merdeka,200,200,9100000000,400,Besar
JUAL RUMAH MAKASSAR JL RSI FAISAL 9 CLUSTER TYPE 100  PRABOT,Makassar,Rappocini,104,105,985000000,209,Sedang
DIJUAL RUMAH 2LT 10X15 DIKAWASAN HERTASNING MAKASSAR SUBSIDI BIAYA BIAYA,Makassar,Rappocini,200,150,1850000000,350,Besar
Rumah Mewah bergaya Klasik Eropa dengan harga terjangkau,Makassar,Bulurokeng,64,55,758000000,119,Kecil
Rumah 500jtaan free biaya2 bonus smart home,Makassar,Tamalanrea,38,72,566000000,110,Kecil
Rumah murah makassar,Makassar,Biringkanaya,47,78,435000000,125,Kecil
Rumah dalam kota mandiri tallasa city makassar dekat mall dan sekolah,Makassar,Tamalanrea,55,90,1025000000,145,Kecil
RUMAH CANTIK 1 LANTAICITRALAND TALLASA CITY MAKASSAR TYPE LAZURITE 105180 M2,Makassar,Tamalanrea,105,180,1904000000,285,Sedang
RUMAH LUAS 8X15 4KMR TIDUR PROMO DAN SUBSIDI BIAYA AKAD MANFAATKAN,Makassar,Tamalanrea,65,98,775000000,163,Kecil
GREEN CRYSTAL Residence Rumah Taman  Rumah Pintar Summarecon Mutiara Makassar,Makassar,Bulurokeng,76,112,1243830000,188,Kecil
PROMO PERUMAHAN SYARIAH TYPE 3872  TELKOMASTANPA BI CHECKING CASHKREDIT,Makassar,Tamalanrea,38,72,497500000,110,Kecil
The Mutiara LagoonMakassar,Makassar,Tamalanrea,133,120,1897080000,253,Sedang
